username,pet_breed,size,age,gender,latitude,longitude
95032,Dachshund,large,8,Female,26.69474595266402,35.77665514352057
88635,Border Collie,large,11,Male,22.64555141724545,26.223657396274863
21862,French Griffon,medium,4,Male,23.86135709734067,27.725520822518163
30538,Boxer,large,11,Male,27.31678652858023,25.49059549288326
68426,French Bulldog,small,5,Female,25.153883411774967,33.700612887061126
49603,Shih Tzu,medium,11,Male,28.871449158092233,30.368507376968914
41653,French Griffon,small,15,Male,25.430452116326457,25.165383377703705
43317,Australian Shepherd,medium,1,Female,26.360830900270635,33.272075341383974
84911,Great Dane,small,13,Male,23.683777958244132,25.332365956670355
55932,Beagle,medium,13,Male,29.969916921715434,27.59341403199715
77784,Labrador Retriever,small,7,Female,22.91040750615212,27.486528957667158
51587,Australian Shepherd,large,6,Female,23.627939273563406,35.48666729451563
99850,French Griffon,small,13,Female,25.646220700936237,26.56132435856229
51460,Border Collie,medium,4,Female,26.595492122833505,32.52984173884811
59287,Boxer,large,15,Male,29.094615611654326,31.835677215286942
50704,French Bulldog,large,6,Male,28.454785514096727,25.916873150232878
53497,French Griffon,small,15,Male,25.510175550290246,34.076800282440345
15508,Pomeranian,small,12,Male,23.485855356581386,28.01829892835251
30422,Border Collie,medium,5,Female,30.98120414540366,28.516677493790446
49716,Australian Shepherd,medium,11,Male,25.73419803428512,30.60273432220493
53756,Bulldog,small,7,Female,25.950377432445688,32.074284107532456
30635,Bulldog,medium,1,Male,29.449291911289297,30.98274046859735
84597,French Griffon,medium,4,Female,23.825293451853994,31.954208804328417
37521,Border Collie,medium,11,Female,25.24473748427549,31.968100768662588
58045,Australian Shepherd,large,13,Female,29.917382169188826,26.486116019993375
39798,Doberman Pinscher,small,7,Female,27.950712826004843,29.903839542447038
58077,Labrador Retriever,medium,13,Male,22.097097926294726,26.5029663382115
13019,Doberman Pinscher,small,8,Male,29.842331159872803,35.16598353199088
71269,Poodle,large,11,Male,23.153586424725418,33.255951644020776
97636,Siberian Husky,medium,11,Male,25.028381326480524,30.630794065438344
97339,Yorkshire Terrier,large,6,Male,23.816858346554582,35.621961925403255
56270,Pomeranian,small,2,Female,22.480301834103713,27.68187093755364
41560,Chihuahua,small,11,Female,30.616921517439074,31.135615174587503
75711,Australian Shepherd,medium,2,Male,27.838371262281704,27.679965907850274
29520,Maltese,small,8,Male,26.631200068248376,28.23865876480972
10347,Australian Shepherd,medium,2,Male,29.96447855818134,27.709888387401037
80678,Yorkshire Terrier,small,2,Male,22.50721501302359,28.11796462742351
90023,German Shepherd,large,4,Female,25.935169134578082,33.08186680294708
26291,Golden Retriever,small,4,Male,25.561482315589995,35.01941479090776
11848,Bulldog,large,7,Male,28.653924545641637,33.69519838899011
72637,French Bulldog,medium,2,Female,27.169178968087714,33.58865413912648
79704,Boxer,small,6,Female,30.2369148131729,25.436592580075846
41099,Beagle,small,10,Female,22.70586645243775,35.7169937803376
61506,Bulldog,small,4,Female,30.2770158272803,28.801406834801103
22702,Poodle,large,7,Male,24.18081549021104,28.615631849939476
81837,French Griffon,small,5,Female,22.146356877889968,28.983592987032996
37023,Chihuahua,small,1,Male,25.532489062213646,34.059369590998784
85733,Yorkshire Terrier,small,12,Female,27.449481768210408,35.87022964166962
82548,Rottweiler,small,6,Female,29.052177990661257,33.9681724491766
58387,Boxer,large,14,Male,30.705346824129798,31.40066945178817
55462,Bulldog,small,14,Male,30.339242011882963,26.78352382411378
94087,Maltese,medium,15,Female,27.661724071330752,26.350289065010692
49213,Boxer,small,6,Male,29.930026568615336,29.479311384941354
60383,Chihuahua,small,1,Male,23.953592305558043,26.439552852923175
47680,Yorkshire Terrier,small,14,Female,22.30773304766007,35.539714692837464
58984,Maltese,medium,8,Female,28.360862746396634,30.93694658800039
63780,Yorkshire Terrier,medium,2,Male,22.353013109805094,29.280195394614893
21082,German Shepherd,medium,10,Female,28.367912669557388,35.316491845541336
99550,Australian Shepherd,small,7,Female,28.190818097276505,26.162459899850152
52952,Bulldog,large,12,Male,23.774659284334973,30.799694131568547
15461,Boxer,large,7,Male,24.23809193245517,32.28898109408311
80960,Pomeranian,medium,4,Male,27.479700613789834,32.32209731863145
79189,Chihuahua,small,10,Male,25.295068306077123,35.20637797027655
70924,Dachshund,medium,3,Male,22.373883498209867,32.330659464695394
64136,Chihuahua,small,15,Male,27.374691782054985,34.61339466832988
64723,Siberian Husky,small,2,Male,28.62012385832398,31.356049900542175
98388,Siberian Husky,medium,4,Male,24.504448775934044,27.703828254140117
95307,Shih Tzu,large,2,Female,24.775291696464066,26.131374781622984
66398,Doberman Pinscher,large,6,Male,29.52440156583799,33.93056838967536
61373,Bulldog,small,14,Male,24.481715578424406,31.702727646409507
33936,Yorkshire Terrier,medium,15,Female,28.905410729252395,29.735447863357713
52267,Bulldog,small,12,Male,25.842494264982296,25.965754099505713
90377,Yorkshire Terrier,small,5,Male,25.08439254720598,25.712486617855017
48420,Shih Tzu,medium,5,Female,23.99189715604144,25.47271506934875
11441,Poodle,large,4,Female,24.86153528086215,27.01959335526889
27183,French Griffon,large,10,Female,29.31429578643023,25.811094632820108
97607,French Bulldog,large,11,Male,25.41054009828135,31.991059511679683
87440,Chihuahua,large,1,Female,27.870703902994713,26.379768981785382
28756,French Bulldog,medium,13,Female,30.012684593222662,27.919301349246684
99871,Bulldog,small,13,Female,28.20493501279197,34.00761272568779
34679,Beagle,small,6,Male,27.81594463881116,27.710655985324873
26582,Australian Shepherd,large,9,Female,27.52185633238549,28.207690242079337
83663,Australian Shepherd,small,3,Female,30.072731890942524,29.583873065530945
22077,Australian Shepherd,large,9,Female,28.77535320079349,33.042845657976244
33271,Great Dane,medium,13,Female,24.063242059089852,26.09013771029641
17119,Rottweiler,small,4,Female,28.592735807054908,34.77563499425557
23557,Rottweiler,small,8,Male,27.43399273561706,27.272908000364716
26572,Border Collie,small,10,Female,26.019707435451682,27.088905348366158
46436,Boxer,small,7,Female,23.609052636595315,34.414119553419845
84868,Doberman Pinscher,medium,12,Female,30.87890333860026,28.655731363471464
64272,Great Dane,small,12,Female,23.091305009697447,30.053441738746983
90882,Dachshund,medium,14,Female,25.032724154008914,29.01360920206021
56275,Border Collie,large,3,Male,24.212267835450177,31.606417912774177
63376,Dachshund,small,13,Female,26.422235152210856,25.27912608549364
91439,French Bulldog,small,6,Female,30.825722295040517,27.27576045409893
72059,Rottweiler,large,12,Male,24.962655903038552,32.1457151485581
91482,Dachshund,medium,8,Male,27.82114084797469,35.380468512863594
24888,Rottweiler,medium,6,Female,24.09778281653761,35.885472560506955
53126,Doberman Pinscher,large,8,Female,27.6351911217656,33.882521402764766
85631,French Griffon,small,2,Female,26.226653538450886,34.325776958967126
90480,Doberman Pinscher,medium,14,Male,27.64086358281659,32.50176032056594
50106,Pomeranian,medium,6,Male,30.681447184630603,31.66509593309886
53233,Doberman Pinscher,large,8,Male,30.54055689740165,34.33295155944605
71757,French Bulldog,medium,6,Female,29.93746649124515,25.65724537314391
32843,Beagle,small,9,Female,24.505048467299126,25.58211515140379
31586,Maltese,small,14,Female,30.245865898517835,35.00038912822569
26462,Maltese,medium,6,Female,25.73429700719099,29.950948005159123
69422,Great Dane,large,2,Female,29.502268569267137,31.633217594971125
75505,Golden Retriever,small,6,Female,28.77521930235641,29.75364206895555
26617,German Shepherd,small,7,Female,26.086310972807,28.28646915633976
16593,French Bulldog,small,14,Male,23.231616539392043,33.2115800378223
47231,Beagle,large,7,Female,30.700038796446513,32.8970721593354
96365,Shih Tzu,large,14,Male,28.0593731569288,25.151945084656518
40879,Shih Tzu,small,8,Male,27.927430903972805,30.922340207696305
16633,Great Dane,small,7,Female,29.308705694462052,26.879345588706233
76117,Beagle,small,5,Female,25.78934825388884,33.69937707693465
83229,Siberian Husky,small,5,Female,24.485544059173332,28.187709901507805
14399,Doberman Pinscher,small,7,Male,30.045226327511656,28.883574291764646
66070,Pomeranian,small,4,Male,29.272122468411446,27.774385327466643
50143,Rottweiler,medium,13,Female,23.02572069966154,27.764501392465
59011,Beagle,small,1,Male,25.65563988498194,25.007971280953633
15164,Labrador Retriever,small,1,Male,28.78308684460574,30.97730017262097
21875,Dachshund,medium,7,Male,29.70533345796005,34.746196175835735
98683,Golden Retriever,small,6,Female,30.887806709917413,31.567160341941435
55836,Maltese,medium,13,Male,30.042984607918843,33.64778295151769
86376,Shih Tzu,large,2,Female,25.243723168301322,35.08495501698424
88018,Maltese,medium,3,Female,24.695428389972214,30.20347383824938
12691,Border Collie,large,8,Female,25.05450504304494,30.215823786052983
69136,Poodle,medium,8,Male,24.855316665874188,32.15245231289497
79355,German Shepherd,small,1,Male,28.959328727628325,30.65108541988392
44140,Golden Retriever,medium,4,Male,28.1273001800557,28.967554748043373
21156,Doberman Pinscher,small,14,Female,29.08671360079183,35.70274617098599
43869,Yorkshire Terrier,large,6,Female,24.759238868570996,33.37431916054635
93254,Boxer,medium,8,Male,25.76927083777328,27.85748581402242
73815,Beagle,large,4,Male,22.93223053393126,35.8665141195127
63135,Great Dane,small,7,Male,23.857794740212647,26.361526277594933
35863,Doberman Pinscher,large,12,Male,24.244567734275137,34.56242374832163
96374,Bulldog,small,5,Female,27.053510148064138,27.749043178368286
82006,French Bulldog,small,5,Female,24.145175000553085,35.55983544831642
24717,Poodle,large,7,Male,28.84566187700296,35.235059181536826
27790,Doberman Pinscher,medium,15,Female,28.7140614423929,25.776191805142417
16391,Bulldog,large,10,Female,22.17327983448459,29.588778095860746
81529,Pomeranian,small,2,Female,24.525409819641403,33.18503859741642
49846,Great Dane,small,6,Female,27.136047135453932,32.02894459381632
97017,French Bulldog,small,5,Female,23.28951341585424,29.28655616612406
80714,French Griffon,small,8,Male,25.409846016791448,30.32796484497264
22380,Shih Tzu,medium,4,Female,28.397517508393214,33.301153714965324
74628,Golden Retriever,medium,14,Female,25.678735553766998,30.341235540631693
26516,Bulldog,small,12,Female,25.928937948109592,35.63012065972073
77853,Pomeranian,small,13,Male,25.390764316257084,26.797033312307335
43587,French Bulldog,small,15,Male,30.505268578196286,25.933621687958045
23101,French Griffon,large,1,Male,30.97739366121207,32.843198179733555
32386,German Shepherd,small,13,Male,30.059426800179352,26.593540405511337
14798,Doberman Pinscher,medium,1,Female,23.80871478653219,32.11133595528809
28593,Border Collie,large,4,Female,24.587420563113202,27.310539296956605
57362,Australian Shepherd,small,13,Male,24.86855052895231,35.486633580477594
51121,French Bulldog,small,1,Female,25.609483628690885,25.453785443950846
36417,Dachshund,small,7,Male,28.374370827212026,25.22256463672195
33071,Dachshund,large,14,Male,24.81467348234862,34.9654986217498
67378,Labrador Retriever,small,7,Male,24.284759226335368,30.498040127182072
82028,French Bulldog,small,7,Male,26.53289218881548,33.039658531119485
63074,Beagle,small,5,Female,26.228824161032,32.8108370663181
74611,Golden Retriever,small,14,Male,25.303148919007718,30.425798656639174
26622,Beagle,small,5,Female,28.69063696998316,29.983555359156124
43515,German Shepherd,small,6,Female,29.287304468791383,27.28538970655432
26884,Dachshund,large,12,Male,28.761778361996658,35.676367059204885
59625,German Shepherd,large,9,Male,22.843255529912643,31.492239578016868
63892,Great Dane,medium,9,Male,22.800096947751207,28.290369419800253
94130,Doberman Pinscher,small,8,Male,28.351980401605516,26.64741375852777
94710,Shih Tzu,medium,10,Male,27.33567032543879,28.00354905271839
28591,Shih Tzu,large,5,Male,30.854737788162588,25.935247671766444
73673,German Shepherd,small,2,Female,26.565444250578842,33.44679445369293
84001,Labrador Retriever,large,5,Male,30.77333324177814,28.648271746980537
92997,Siberian Husky,large,14,Male,27.202822211433954,31.061332332452416
63335,Australian Shepherd,medium,10,Male,23.58930467036153,35.96031008095921
66093,Labrador Retriever,small,12,Male,24.791035121316675,25.009231902388485
14103,French Bulldog,medium,3,Female,29.8265082005214,33.65039739949793
81829,Chihuahua,medium,8,Female,24.516077309600714,28.809709884683066
75429,French Griffon,small,6,Male,27.308634027370864,32.59047813815526
61375,Beagle,small,7,Female,22.305165567404682,26.395798489865836
30441,Great Dane,large,15,Male,23.57859807662753,33.60428014218277
11756,Golden Retriever,small,5,Female,22.866409722657963,32.26097424189307
35251,Poodle,small,2,Male,25.79878145523328,27.12797764244761
94276,Great Dane,medium,14,Male,30.911415709939597,27.916035697733967
27117,French Griffon,small,11,Female,26.155938096805773,35.95329613317273
61420,Dachshund,small,9,Male,27.29529031511468,30.017449598326905
62846,Border Collie,small,9,Male,26.129658265956543,26.688495352572023
20641,Australian Shepherd,medium,13,Male,28.231326150593475,34.26374504073392
44870,Australian Shepherd,small,2,Female,27.014520332232895,27.283175923556698
60561,Yorkshire Terrier,medium,10,Male,30.703778357166936,33.79812273535714
12417,Golden Retriever,small,9,Male,27.111478812641316,30.1790756522757
86159,Dachshund,large,13,Female,25.676138553968773,34.062374525468954
47377,Shih Tzu,medium,10,Male,30.69337192119083,31.557165069936744
19382,Yorkshire Terrier,large,10,Male,22.714973510896932,25.52935423563825
99481,Siberian Husky,small,13,Female,25.980564880309736,34.80748593658802
94339,Doberman Pinscher,large,13,Male,28.602847634410857,29.90881717942309
33565,Golden Retriever,medium,11,Female,23.5672408059754,25.987547943223735
15875,Golden Retriever,large,15,Male,23.84211873703752,29.494961187598776
75373,German Shepherd,large,5,Male,30.38608809042379,30.726531783497386
