username,pet_breed,age,size,gender,latitude,longitude
6746,Border Collie,14,medium,Female,26.99043130860047,27.24122778887456
2082,Labrador Retriever,13,large,Female,22.857382008741062,35.294285580461505
7393,Pomeranian,2,small,Male,25.120398848893792,30.686805221991932
1803,Great Dane,1,large,Female,24.730644089200453,34.80058515172787
6499,Yorkshire Terrier,3,small,Female,27.149917996868965,35.861181393454075
4391,Yorkshire Terrier,12,small,Female,30.31292472969415,27.90617264800681
4905,Australian Shepherd,3,medium,Male,24.605741757216467,32.676609754891565
3452,Dachshund,1,small,Female,22.693712727134514,32.72647834936292
7018,Australian Shepherd,9,medium,Male,30.088757735728556,29.27199773401969
5463,Chihuahua,14,small,Female,22.917477307639057,30.906969446768002
4344,Great Dane,7,large,Female,28.557140653480012,31.295198901627614
2246,Golden Retriever,12,large,Female,28.089570957998152,28.159388537162144
5217,Boxer,9,medium,Male,28.992050173269526,28.98455178183055
3119,Boxer,2,medium,Female,22.68969231928237,30.072821804316252
5689,French Griffon,7,small,Male,24.73170586060232,25.949675846855047
2200,Border Collie,5,medium,Male,22.445990967331472,26.339210215941485
9121,Golden Retriever,3,large,Male,28.658349897061875,32.520693488825415
3344,Australian Shepherd,12,medium,Male,22.59601985879201,25.254584468921767
4930,Australian Shepherd,14,medium,Male,24.559807857743085,31.27041249835858
5436,Golden Retriever,3,large,Male,26.29752070478823,25.831092909027706
2160,Beagle,10,small,Male,29.591942965532805,32.8195534048141
1707,Poodle,8,small,Female,24.750274105163292,25.319595698783022
5037,Golden Retriever,11,large,Female,26.824004574118767,34.03140386678501
6337,Border Collie,7,medium,Male,24.941462481788715,34.61798512080737
5481,Border Collie,7,medium,Male,25.15690946263845,27.362388789712348
5363,French Griffon,2,small,Female,27.37788547489847,26.51064584080339
6160,Rottweiler,6,large,Male,26.964127569586477,29.92043228719549
2862,Beagle,12,small,Male,28.40807448943633,30.241258890655036
1614,Golden Retriever,12,large,Male,29.27902682404341,32.45225972336828
2174,Rottweiler,12,large,Female,28.353565670829198,35.8019473338485
9501,Siberian Husky,10,medium,Male,30.272806448780457,29.24749563580561
8135,Beagle,5,small,Female,24.094277839258588,25.611604732901576
4399,Siberian Husky,15,medium,Male,29.965058694572804,31.61540272391408
9978,Rottweiler,3,large,Female,23.8913314136251,27.115735091002094
8819,Labrador Retriever,14,large,Male,23.17292673797877,25.224775921723868
4549,Shih Tzu,8,small,Male,27.092969787049743,27.997502079829637
9859,French Bulldog,9,small,Male,27.123138431722456,34.18288528978517
1466,Yorkshire Terrier,6,small,Male,29.20229119147379,34.467351315794
4921,Boxer,8,medium,Female,25.875212958114076,35.06885669063403
4654,Pomeranian,13,small,Female,28.148594149366062,31.395446632748737
2896,Chihuahua,9,small,Male,25.94385790798522,30.622906943117506
9742,German Shepherd,10,large,Female,27.736049051903844,25.76240902198699
1340,Boxer,9,medium,Male,22.303103162732036,32.34034350366884
9674,French Bulldog,7,small,Male,22.34367909478534,31.601072368721383
3781,Bulldog,7,medium,Male,23.787642647717988,33.77922152422633
6098,Border Collie,5,medium,Female,22.555843383840024,26.35666740057759
6496,Chihuahua,5,small,Male,25.373332140112787,32.31407526411434
4590,Beagle,9,small,Male,23.63575876961787,25.129330177551825
6822,Rottweiler,11,large,Male,27.567546114300068,34.78719126497403
3209,French Griffon,11,small,Male,25.04775752536473,25.804162037634445
1008,Great Dane,3,large,Male,23.46099676221708,33.30348413944445
1979,Yorkshire Terrier,1,small,Female,26.072815975806087,26.709148233119432
9018,Maltese,5,small,Male,30.539179041472924,30.127991778954947
3947,Dachshund,9,small,Male,30.586869757565488,30.29331561997136
4992,French Bulldog,5,small,Female,22.654341524834123,30.155004153797073
1145,Yorkshire Terrier,7,small,Male,25.8222343303982,26.263166220869685
7979,Maltese,2,small,Male,22.90431847284465,30.179498129871227
6717,Pomeranian,11,small,Male,28.455651978517587,25.528567805157312
5222,French Griffon,2,small,Female,30.718115754870695,25.555491693612552
6271,Siberian Husky,3,medium,Female,29.48135567105981,34.97282981005125
6849,Border Collie,13,medium,Female,24.122204889277803,26.44123186385326
7374,Australian Shepherd,9,medium,Female,22.9865962862197,32.48117233086823
4866,Doberman Pinscher,9,large,Female,28.62120089809128,35.442348749103715
3296,Shih Tzu,10,small,Male,22.324952447563224,33.29463925341
8792,Rottweiler,7,large,Male,23.141243675633323,26.833232745171284
5550,Yorkshire Terrier,11,small,Female,24.150005232103712,35.99704274923746
7931,Bulldog,10,medium,Female,23.22951215067533,26.003713648730887
5445,Boxer,12,medium,Female,25.13827662893556,25.507076837512347
5417,Shih Tzu,8,small,Female,22.365511978483923,31.513632686439113
7540,French Griffon,14,small,Male,28.7121259281011,32.96477426335525
5932,French Bulldog,7,small,Male,29.983671533546577,28.856548824339974
5655,French Griffon,14,small,Female,28.800576190153226,33.394061978949644
7720,Boxer,13,medium,Female,23.647705913854207,31.03128644221118
1096,Border Collie,8,medium,Female,29.24663030198714,25.051032843117337
7325,Chihuahua,12,small,Male,26.232188467286367,33.23639496140875
1327,Doberman Pinscher,1,large,Male,23.19713362058419,33.0412395081755
3866,Dachshund,11,small,Male,22.73231593125126,30.085178383662317
2671,Shih Tzu,14,small,Female,28.603460848504078,33.67211056346803
2851,Australian Shepherd,6,medium,Male,23.526062150700795,31.196094899562087
7337,Chihuahua,15,small,Male,30.30962515462961,32.02347872338268
6924,Australian Shepherd,15,medium,Male,27.979965191643636,25.11912307479441
6894,Maltese,14,small,Female,25.96930312407617,29.740341497303916
1724,Doberman Pinscher,14,large,Female,24.201268287717177,29.630033609871177
1638,Border Collie,11,medium,Female,27.318895809315478,31.41686000438904
5537,Rottweiler,1,large,Male,30.534949742194982,34.747347676160715
6556,Border Collie,15,medium,Female,24.928442056962286,35.13907650647981
1949,Bulldog,12,medium,Male,26.378869771898867,32.23119306066367
6969,French Griffon,12,small,Male,26.61792937932587,31.047898622135985
5400,Labrador Retriever,14,large,Female,24.01526644226726,35.748018794139576
6802,French Bulldog,13,small,Female,29.781521615289424,35.4960684001049
4652,Boxer,7,medium,Female,22.374224651375695,34.10764605675021
4343,Maltese,11,small,Female,24.3333405551469,35.25085734843246
1249,Yorkshire Terrier,7,small,Female,29.991726752223162,35.8857282861371
3581,Beagle,2,small,Female,22.54893277508095,32.316678509332235
9944,French Bulldog,7,small,Female,25.956462039069965,30.67269004304311
1144,Poodle,5,small,Male,26.555320494805365,34.553770128815536
6034,Golden Retriever,9,large,Female,27.711068364960045,30.992057627696425
3140,French Griffon,10,small,Male,30.32847385888524,28.202507027273786
8891,Pomeranian,3,small,Male,25.82242831136072,33.7577800541223
5096,Labrador Retriever,11,large,Female,30.28612471117148,32.57381264809937
1965,Poodle,4,small,Male,27.881919801197597,30.797282980511884
2822,Chihuahua,3,small,Male,29.09473172592811,27.236692331862372
6561,Labrador Retriever,5,large,Female,28.322304497353883,35.04522596418398
4040,Yorkshire Terrier,12,small,Male,23.81796918991088,34.26330949563909
4851,Border Collie,6,medium,Female,24.51418397049755,30.807870593746223
1076,Australian Shepherd,15,medium,Male,29.333605315453305,35.80437065544786
9397,Beagle,4,small,Female,28.891606678362567,33.73269261484012
4807,French Griffon,12,small,Male,22.03154818086237,32.978107098151
8036,Pomeranian,15,small,Male,23.93968840944926,26.186573957889266
3784,Great Dane,14,large,Male,25.866152216777294,35.85591502892572
2295,Pomeranian,15,small,Female,23.51763246889556,26.09166166113984
9424,Siberian Husky,4,medium,Female,22.98649516690749,35.4543077725692
3876,Dachshund,3,small,Female,27.821878616471086,34.29282145666165
7455,German Shepherd,5,large,Female,26.932732256499303,26.428205067000032
9814,Great Dane,13,large,Male,27.635220146448617,32.78318180074477
2204,Bulldog,2,medium,Female,26.3249161320812,33.94978759387624
3769,Rottweiler,8,large,Female,29.700162344619617,32.82749934505778
7643,Bulldog,13,medium,Male,23.924214398355552,32.75671773655447
7599,Doberman Pinscher,3,large,Female,29.36342987015469,33.26929673002281
4667,Dachshund,11,small,Male,28.032162323185887,31.443579801832193
4320,Bulldog,11,medium,Male,26.033240596323253,30.033487891649074
7425,Yorkshire Terrier,14,small,Female,30.902169788577552,34.06655254839403
6777,French Griffon,7,small,Male,25.388941600233462,30.90871423307864
6787,Dachshund,12,small,Female,24.989206215689457,31.521492765230274
9975,Rottweiler,10,large,Male,22.467833320187584,26.079101819031308
5654,Chihuahua,8,small,Male,26.860230582325677,26.910737641316498
3615,German Shepherd,15,large,Female,22.950256610226155,31.421957261813834
1423,Rottweiler,3,large,Male,30.632888200289354,26.780475071812695
3277,Dachshund,5,small,Male,25.783848396779444,33.08979500209117
3143,Great Dane,15,large,Male,23.26070668330815,27.89843685136571
1835,Chihuahua,10,small,Male,29.8101781337253,30.760185438274306
8888,German Shepherd,2,large,Female,25.560552326549214,29.889119998018437
1331,Pomeranian,14,small,Male,25.1144419198379,25.729457327394673
7708,French Griffon,4,small,Male,29.819983699020042,31.751756916602908
5029,Boxer,7,medium,Male,29.247254904422217,30.06126143509278
8020,French Bulldog,1,small,Female,27.017213337654184,35.90764446652159
3479,Golden Retriever,14,large,Male,23.64631298674202,29.271733979674742
7342,Maltese,2,small,Female,24.813992564622037,27.446865760099428
8563,Siberian Husky,12,medium,Female,29.679995541067786,31.568809141952574
5317,French Bulldog,13,small,Male,29.540334950760315,34.99380362968876
8048,Bulldog,9,medium,Female,22.70614430815811,32.68613133618441
8598,Doberman Pinscher,15,large,Male,29.86252985385285,30.312514524986938
4118,German Shepherd,5,large,Male,25.790754237399263,30.88621756449041
8017,French Griffon,14,small,Male,25.72459554940731,32.47121535730768
5294,Great Dane,8,large,Female,29.09155632033106,28.58539180971733
7652,French Bulldog,14,small,Male,24.94074891925631,35.32239278438549
3617,Shih Tzu,7,small,Female,24.009564622698647,28.283036928169654
5280,French Bulldog,14,small,Female,28.509138069136483,27.18425573880642
8713,Beagle,8,small,Female,30.606019847483047,25.464684198921866
4340,Pomeranian,7,small,Female,23.563020198273453,27.992379827783264
6394,Chihuahua,11,small,Female,22.235714030516526,30.188111282514864
4185,Golden Retriever,5,large,Female,29.583134978467967,25.025803464497034
8148,Dachshund,15,small,Male,25.151705644254136,33.40912686390949
1117,Australian Shepherd,11,medium,Male,29.09270823109348,35.27816803986827
8589,French Bulldog,9,small,Female,23.94606901945191,34.36944548300135
4237,Labrador Retriever,5,large,Female,28.446937665421412,28.924566834129305
1623,Maltese,11,small,Male,23.90550331551897,26.99217167050586
2734,German Shepherd,9,large,Male,22.770884725544686,26.631179366032537
4076,French Bulldog,9,small,Male,29.152056397858317,28.575515789065268
2210,Border Collie,11,medium,Female,29.58820883334026,32.28161852844856
4059,Rottweiler,15,large,Female,25.84398014686715,33.76560859909101
5883,Golden Retriever,12,large,Male,25.364023836327267,33.822369701561755
2069,Boxer,15,medium,Female,25.481234331616,28.204779862519032
1205,French Griffon,11,small,Female,24.35198750260596,33.6789441575935
1640,Pomeranian,5,small,Male,29.529822889714275,33.69044717398351
7813,Rottweiler,5,large,Male,26.3023281336204,29.69274206749499
6981,French Bulldog,1,small,Male,27.677068460998044,25.93742860254296
5200,German Shepherd,14,large,Female,29.597637708481944,34.25888694191704
9896,Chihuahua,14,small,Female,26.644296023690053,25.295741075121686
3195,Australian Shepherd,12,medium,Male,30.03794830114001,27.448454747674173
8515,Dachshund,14,small,Female,29.02644143258773,29.50712284029452
7562,Boxer,11,medium,Female,27.108364015377973,27.473470118207786
3960,Yorkshire Terrier,8,small,Male,22.052405691969053,32.54511333001793
8941,Siberian Husky,7,medium,Male,24.970122579614493,35.952345124097995
8850,Labrador Retriever,1,large,Male,29.33083928723544,33.89748751861666
5672,Boxer,1,medium,Female,28.819012083014975,35.819344284275445
2575,French Griffon,8,small,Female,23.120364958216165,28.513672639888576
6052,Beagle,10,small,Female,23.610113680870423,26.774784785936703
4822,Poodle,5,small,Male,25.692285599798836,27.74238169816316
9584,German Shepherd,12,large,Male,27.304859347716988,32.53427762640297
9811,Dachshund,2,small,Female,23.6631611038907,32.480866893807544
3010,Beagle,3,small,Male,27.367984991793417,26.99051136389287
3303,Boxer,10,medium,Female,24.646676408093196,35.009975881912595
2231,French Bulldog,8,small,Male,24.06226085797771,25.75479853368387
2040,German Shepherd,6,large,Male,23.46205479148044,35.25783163102756
6815,Great Dane,6,large,Female,26.906102846881655,25.218500171010774
4531,Chihuahua,6,small,Male,23.384925985095784,29.738210986767644
4095,Boxer,2,medium,Male,28.55242321449141,33.05845596621467
4565,Shih Tzu,3,small,Female,28.391172543299813,25.799897258978717
1498,Pomeranian,1,small,Male,25.48385259922139,28.60439718028119
4257,Boxer,4,medium,Female,25.576305527478844,31.735479741963545
4415,Maltese,14,small,Female,26.268245969464367,35.37881444783094
2085,French Bulldog,5,small,Male,26.295380771978426,34.81595460114771
3326,German Shepherd,3,large,Female,29.079511332929496,32.61180169013522
7360,Yorkshire Terrier,10,small,Female,29.116477494031546,26.437726919837015
3842,Rottweiler,4,large,Female,27.919263755759953,35.640231789846204
9533,Yorkshire Terrier,6,small,Male,26.730171189807912,27.976122181356658
3900,Poodle,4,small,Female,26.395786640311325,35.529477873306334
5568,Border Collie,8,medium,Male,30.58915956370737,33.63400257219811
5898,Chihuahua,5,small,Male,23.288989536319235,25.279845198264205
5732,Yorkshire Terrier,1,small,Male,22.584585704610838,27.406910962554043
